Date,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFC,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SBILIFE,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TATACONSUM,TECHM,TITAN,ULTRACEMCO,UPL,WIPRO
2012-11-30,123.92864990234375,786.493896484375,404.5138854980469,249.6785125732422,1534.534423828125,129.42166137695312,874.7153930664062,296.267578125,69.82868957519531,223.64422607421875,398.51080322265625,171.0598907470703,536.3817138671875,1710.46044921875,259.6521301269531,529.7634887695312,136.3809051513672,743.6034545898438,331.9583740234375,0.0,1393.9393310546875,108.72991180419922,463.7986145019531,177.71658325195312,400.0492248535156,244.59194946289062,157.17747497558594,65.12431335449219,332.5440673828125,637.4225463867188,442.47906494140625,1360.5164794921875,4195.05908203125,89.8291244506836,118.59786224365234,90.66690826416016,371.0836181640625,200.75144958496094,0.0,4219.6640625,335.7438659667969,268.2538146972656,297.2764587402344,548.0889282226562,0.0,184.28672790527344,296.0736999511719,1897.2296142578125,71.78054809570312,134.3408660888672
2012-12-31,128.99281311035156,759.190673828125,413.1789855957031,257.2939453125,1693.865966796875,127.26470947265625,894.6043090820312,278.3851318359375,71.5465316772461,224.95086669921875,398.60699462890625,165.96473693847656,504.0321044921875,1715.71484375,276.0958251953125,498.6681213378906,128.9864501953125,731.8058471679688,320.23492431640625,0.0,1447.6636962890625,122.04663848876953,452.03887939453125,183.9769744873047,399.3307800292969,232.73672485351562,151.14332580566406,71.22013854980469,323.045654296875,614.0032958984375,435.52471923828125,1374.7349853515625,4409.55322265625,86.6981430053711,122.0315933227539,87.9776382446289,392.2109069824219,220.52084350585938,0.0,4486.5546875,347.9248352050781,305.5697021484375,330.3671569824219,525.4197387695312,0.0,194.30003356933594,269.57666015625,1924.0693359375,78.43470001220703,134.8194580078125
2013-01-31,143.32537841796875,774.8406372070312,420.8251953125,285.4986572265625,1611.83544921875,124.58773803710938,842.5758056640625,298.2447509765625,82.47639465332031,217.87681579589844,391.9651794433594,165.2636260986328,479.3989562988281,1799.928955078125,267.25103759765625,474.10882568359375,143.89231872558594,695.1758422851562,303.53448486328125,0.0,1390.507568359375,108.16919708251953,407.45526123046875,192.63955688476562,417.10113525390625,279.9415588378906,161.99948120117188,77.44312286376953,337.1440734863281,589.9341430664062,416.9095458984375,1461.2474365234375,4203.67236328125,86.78125762939453,155.0328826904297,84.67366027832031,414.38995361328125,225.4099884033203,0.0,4312.068359375,339.7648010253906,291.4845275878906,312.2406005859375,561.8525390625,0.0,208.48553466796875,265.492919921875,1846.41357421875,80.12081146240234,141.28993225097656
2013-02-28,132.3848419189453,795.5467529296875,401.0461120605469,254.7902374267578,1567.163818359375,123.05284118652344,806.5177612304688,284.316650390625,74.7009048461914,216.4124298095703,347.2530517578125,145.0467987060547,462.8018493652344,1651.9090576171875,262.110595703125,467.430908203125,151.36000061035156,671.9782104492188,295.13702392578125,0.0,1271.848388671875,92.84327697753906,382.42816162109375,168.28561401367188,396.60052490234375,291.71148681640625,155.51739501953125,64.7471694946289,327.07379150390625,522.21923828125,407.9180603027344,1252.5836181640625,4211.03564453125,83.53942108154297,143.0282745361328,80.98735809326172,380.7825622558594,192.9204559326172,0.0,4203.07373046875,379.6188659667969,281.11627197265625,264.070068359375,633.8233032226562,0.0,218.3528289794922,247.25840759277344,1815.3511962890625,69.73311614990234,143.11105346679688
2013-03-31,132.57591247558594,802.8179321289062,459.3692321777344,246.81439208984375,1426.7105712890625,111.43489074707031,763.02001953125,256.4166259765625,75.97674560546875,234.16519165039062,365.5421447753906,149.02659606933594,449.1497802734375,1657.3514404296875,243.75811767578125,443.3761291503906,166.2642059326172,729.7290649414062,294.4293518066406,0.0,1175.838134765625,85.50740814208984,401.55389404296875,169.10250854492188,387.930908203125,290.09521484375,162.8953857421875,58.8267707824707,323.9407958984375,521.8751220703125,403.2818908691406,1181.536376953125,4066.263427734375,80.69795227050781,144.1394500732422,82.34750366210938,361.64178466796875,191.75021362304688,0.0,3914.09423828125,387.1166076660156,263.41204833984375,240.89111328125,657.6951293945312,0.0,220.9500732421875,243.6019744873047,1813.2640380859375,70.576171875,150.2064208984375
2013-04-30,138.59561157226562,802.4327392578125,437.62249755859375,283.2035217285156,1495.7845458984375,117.97992706298828,737.8737182617188,280.0987548828125,83.30016326904297,254.1708221435547,390.7619323730469,153.63023376464844,490.4485778808594,1898.9215087890625,283.16943359375,462.23516845703125,151.0289306640625,748.6848754882812,321.8153991699219,0.0,1254.537353515625,90.88080596923828,502.7823486328125,188.15863037109375,447.7083435058594,224.29957580566406,173.32997131347656,61.6115608215332,350.8944091796875,578.3488159179688,432.2465515136719,1540.8353271484375,4413.04443359375,89.44970703125,151.26431274414062,87.20520782470703,368.39593505859375,209.4612579345703,0.0,4331.26220703125,450.00799560546875,292.90283203125,233.60194396972656,575.8701171875,0.0,199.11895751953125,257.1353759765625,1845.3941650390625,84.93831634521484,119.53978729248047
2013-05-31,145.09304809570312,966.39599609375,454.6767272949219,271.35833740234375,1448.768310546875,141.92054748535156,657.6732788085938,264.9396667480469,75.48448944091797,326.0379638671875,356.5901184082031,156.64308166503906,444.8349609375,1963.5247802734375,356.1675109863281,450.2905578613281,156.42242431640625,786.728759765625,330.4487609863281,0.0,1319.8150634765625,95.5533447265625,510.4498596191406,189.85028076171875,496.6129150390625,244.48922729492188,181.7947998046875,60.08979034423828,389.1864318847656,535.907470703125,452.0559387207031,1482.898681640625,4709.8994140625,87.74481964111328,151.2180633544922,88.1767349243164,380.70098876953125,193.14088439941406,0.0,4727.61328125,494.56884765625,306.59674072265625,225.07855224609375,627.4840698242188,0.0,201.653564453125,278.7414855957031,1833.7945556640625,93.3086929321289,112.203857421875
2013-06-30,143.0864715576172,1000.199951171875,436.18914794921875,250.9492950439453,1524.12158203125,132.8704376220703,637.536376953125,256.8738098144531,73.45523834228516,302.675537109375,376.8044738769531,146.03790283203125,452.32305908203125,2078.75,313.84393310546875,435.5076599121094,162.55953979492188,783.4103393554688,318.0067138671875,0.0,1267.6160888671875,93.21708679199219,504.0315246582031,175.9441680908203,449.45758056640625,253.18692016601562,173.53021240234375,57.66462707519531,358.6771545410156,536.8824462890625,452.64129638671875,1420.0223388671875,4312.17138671875,81.6640396118164,152.72169494628906,86.23367309570312,407.282958984375,184.26528930664062,0.0,4510.21484375,477.0661926269531,275.29638671875,211.19435119628906,641.0276489257812,0.0,220.93960571289062,213.02113342285156,1820.9810791015625,81.80693817138672,121.94702911376953
2013-07-31,120.6854476928711,910.7317504882812,477.73553466796875,199.03854370117188,1576.0408935546875,111.72373962402344,582.80859375,304.034912109375,65.00668334960938,319.0792541503906,385.9490051269531,135.6737518310547,433.14910888671875,2155.873046875,334.2250671386719,420.5123291015625,196.4182586669922,717.5353393554688,290.0354309082031,0.0,1387.3043212890625,84.24581909179688,533.7940063476562,149.55458068847656,374.17041015625,301.3109130859375,182.75770568847656,50.433326721191406,324.0668640136719,485.4654235839844,427.40484619140625,1225.3001708984375,4706.97314453125,74.21939086914062,134.585693359375,78.30592346191406,411.89056396484375,161.2745819091797,0.0,4218.7060546875,533.6423950195312,286.1304016113281,171.60301208496094,768.0197143554688,0.0,260.0958251953125,252.20465087890625,1787.3056640625,78.0626449584961,152.45118713378906
2013-08-31,120.82978820800781,836.8873291015625,394.5014953613281,160.80667114257812,1497.7152099609375,100.05475616455078,586.6365356445312,263.1766052246094,54.62930679321289,320.44720458984375,403.3890075683594,120.7542495727539,459.58465576171875,2165.979248046875,304.73834228515625,359.8293151855469,217.46864318847656,644.3458862304688,282.4718322753906,0.0,1548.1348876953125,99.33065795898438,546.9330444335938,132.28500366210938,344.1423034667969,314.83221435546875,164.6772003173828,48.26151657104492,328.0741271972656,420.7382507324219,365.95208740234375,1155.32421875,4357.32763671875,74.30462646484375,115.3393325805664,75.6244888305664,402.4155578613281,142.8395538330078,0.0,3462.349609375,491.7779846191406,294.15643310546875,218.18324279785156,856.051513671875,0.0,287.2048034667969,214.37635803222656,1435.19873046875,81.86756134033203,168.6968536376953
2013-09-30,133.2447967529297,901.1925048828125,432.75054931640625,193.8146209716797,1618.7862548828125,114.0799789428711,602.5950317382812,280.54254150390625,68.98114776611328,375.50408935546875,417.94952392578125,144.39610290527344,448.73211669921875,2251.362060546875,339.47955322265625,423.0527038574219,227.9519500732422,685.2708740234375,282.4242248535156,0.0,1578.6243896484375,106.00636291503906,545.932373046875,145.54969787597656,355.6136779785156,306.2156982421875,182.03555297851562,65.08748626708984,337.2087707519531,459.3896484375,387.8810729980469,1261.1004638671875,4621.54052734375,85.03873443603516,124.11470794677734,76.9681167602539,388.6166076660156,152.351806640625,0.0,3971.595458984375,563.1713256835938,327.29461669921875,216.07501220703125,815.2406616210938,0.0,278.9633483886719,222.27723693847656,1764.7291259765625,88.8023681640625,165.26300048828125
2013-10-31,140.17410278320312,877.8043823242188,508.2950134277344,235.2982177734375,1733.425048828125,131.7786102294922,632.672607421875,321.44488525390625,75.11256408691406,427.9620056152344,400.4865417480469,140.65159606933594,451.05108642578125,2319.649658203125,372.9704895019531,448.7752685546875,229.41204833984375,765.28125,323.2156677246094,0.0,1632.2982177734375,108.89443969726562,534.9361572265625,184.381591796875,429.9850769042969,338.00885009765625,178.79922485351562,76.77156829833984,373.6725158691406,566.5474853515625,416.2528991699219,1517.1842041015625,4971.71826171875,85.32563781738281,135.88658142089844,79.32068634033203,431.1477355957031,169.35316467285156,0.0,4291.923828125,577.8077392578125,374.4167175292969,266.036376953125,893.83984375,0.0,324.666748046875,255.0297393798828,1917.3526611328125,100.76952362060547,166.2739715576172
